Date,Open,High,Low,Close,Adj Close,Volume,SMA(Open) 10D,SMA(High) 10D,SMA(Low) 10D,SMA(Close) 10D,SMA(Adj Close) 10D,SMA(Volume) 10D
2020-08-21,2118.0,2122.0,2077.0,2081.850098,2075.174316,11667129.0,2123.4450196000003,2140.5099853,2095.3300539,2113.7450686,2106.9671143000005,14100661.6
2020-08-24,2091.399902,2104.5,2070.5,2095.75,2089.029785,15098991.0,2116.675,2134.4599853,2091.5700441,2111.3350588000003,2104.5648438,14366403.4
2020-08-25,2106.0,2111.300049,2078.0,2082.100098,2075.423584,8947563.0,2113.7949951,2129.5899902,2089.3350342999997,2106.1650637,2099.4114258,13100034.1
2020-08-26,2085.0,2147.949951,2047.0,2137.300049,2130.446533,27630190.0,2110.1949951,2129.8849853,2083.3550294,2107.1350588,2100.3782959,14466341.5
2020-08-27,2148.0,2150.0,2103.25,2110.600098,2103.832275,12961252.0,2112.1949951,2130.9949951,2082.6800294,2105.9900637,2099.2369873,14616547.7
2020-08-28,2120.0,2132.899902,2106.25,2116.149902,2109.364258,12537520.0,2111.9399901999996,2128.5849853,2084.3800294000002,2106.225049,2099.4712158,14336983.3
2020-08-31,2174.0,2174.0,2060.350098,2080.699951,2074.028076,28648125.0,2118.8399901999996,2135.4849853,2083.4050294,2105.1600343,2098.4096191,15772112.4
2020-09-01,2100.0,2122.399902,2062.399902,2087.25,2080.556885,17821397.0,2120.3399901999996,2134.2949706000004,2081.4100098,2102.0300294,2095.2896484000003,16144477.5
2020-09-02,2092.0,2138.0,2085.0,2128.199951,2121.375732,12437162.0,2115.4399901999996,2132.6949706000005,2077.775,2101.6950196,2094.9557128,15815054.1
2020-09-03,2128.0,2138.75,2103.0,2112.100098,2105.327393,8577634.0,2116.2399901999997,2134.1799804,2079.275,2103.2000245000004,2096.4558837,15632696.3
2020-09-04,2083.550049,2096.949951,2072.199951,2077.25,2070.589111,13141644.0,2112.7949951,2131.6749755,2078.7949951,2102.7400147,2095.9973631999997,15780147.8
2020-09-07,2084.0,2105.75,2044.25,2082.649902,2075.97168,10119064.0,2112.0550049,2131.7999755,2076.1699951,2101.4300049,2094.6915527,15282155.1
2020-09-08,2092.0,2121.0,2080.5,2107.100098,2100.343506,12643749.0,2110.6550048999998,2132.7699706,2076.4199951,2103.9300049000003,2097.1835449,15651773.7
2020-09-09,2085.0,2167.800049,2081.449951,2161.350098,2154.419434,25525961.0,2110.6550048999998,2134.7549804,2079.8649902,2106.3350098,2099.580835,15441350.8
2020-09-10,2183.100098,2344.949951,2175.350098,2314.0,2306.579834,64750460.0,2114.1650146999996,2154.2499755,2087.075,2126.675,2119.8555909,20620271.6
2020-09-11,2312.0,2337.850098,2287.100098,2319.75,2312.311523,27445768.0,2133.3650147,2174.7449951,2105.1600098,2147.0350098,2140.1503174,22111096.4
2020-09-14,2325.0,2360.0,2282.0,2302.550049,2295.166748,20335273.0,2148.4650147,2193.3449951,2127.325,2169.2200196,2162.2641846,21279811.2
2020-09-15,2311.949951,2325.75,2288.149902,2318.850098,2311.414551,12542824.0,2169.6600098000004,2213.6800049,2149.9,2192.3800294000002,2185.3499512,20751953.9
2020-09-16,2320.0,2369.350098,2310.550049,2324.550049,2317.096191,15668979.0,2192.4600098,2236.8150147,2172.4550049,2212.0150392,2204.9219970999998,21075135.6
2020-09-17,2320.0,2333.699951,2291.850098,2298.75,2291.378906,11919927.0,2211.6600098000004,2256.3100098,2191.3400147,2230.6800293999995,2223.5271483999995,21409364.9
2020-09-18,2314.25,2319.449951,2276.550049,2305.699951,2298.306396,15264068.0,2234.7300049,2278.5600098,2211.7750244999997,2253.5250244999997,2246.2988769000003,21621607.3
2020-09-21,2300.0,2336.0,2247.350098,2255.850098,2248.616455,15519031.0,2256.3300049,2301.5850098,2232.0850343,2270.8450441,2263.5633544,22161604.0
2020-09-22,2277.0,2277.0,2201.550049,2211.149902,2204.05957,16056620.0,2274.8300049,2317.1850098,2244.1900392,2281.2500245,2273.9349607999998,22502891.1
2020-09-23,2260.0,2276.75,2205.300049,2230.800049,2223.646729,19839282.0,2292.3300049,2328.0800049,2256.575049,2288.1950196,2280.8576903,21934223.2
2020-09-24,2207.899902,2226.0,2176.050049,2181.199951,2174.205811,13764841.0,2294.8099853,2316.1850098,2256.6450441,2274.9150147,2267.6202879999996,16835661.3
2020-09-25,2189.0,2212.800049,2167.300049,2201.699951,2194.639893,13095028.0,2282.5099853,2303.6800049000003,2244.6650392,2263.1100097999997,2255.853125,15400587.3
2020-09-28,2227.0,2238.0,2207.050049,2216.25,2209.143311,9076248.0,2272.7099853,2291.4800049,2237.1700441000003,2254.4800048999996,2247.2507812999997,14274684.8
2020-09-29,2225.0,2264.0,2216.25,2245.050049,2237.851074,11926328.0,2264.0149902,2285.3050049000003,2229.9800539,2247.1,2239.8944336,14213035.2
2020-09-30,2260.0,2267.0,2225.0,2234.350098,2227.185303,11290667.0,2258.0149902,2275.0699951,2221.425049,2238.0800049,2230.9033448,13775204.0
2020-10-01,2263.800049,2263.800049,2214.0,2225.25,2218.114502,9591456.0,2252.3949951,2268.0800049,2213.6400392,2230.7300049,2223.5769044,13542356.9
2020-10-05,2244.0,2249.149902,2206.0,2212.199951,2205.106201,8732869.0,2245.3699951,2261.05,2206.5850343,2221.3800048999997,2214.2568849000004,12889237.0
2020-10-06,2225.25,2233.899902,2201.649902,2210.350098,2203.262451,8497216.0,2237.8949951,2250.8399902,2202.0150147,2216.8300049,2209.7214845,12187055.5
2020-10-07,2235.0,2309.0,2220.0,2257.5,2250.260986,24538346.0,2233.6949950999997,2254.0399902,2203.8600098,2221.4650147,2214.3416261,13035228.1
2020-10-08,2259.0,2268.0,2222.100098,2239.25,2232.06958,9727405.0,2233.5949951,2253.1649902,2205.5400147,2222.3100098000004,2215.1839112000002,12024040.4
2020-10-09,2235.0,2253.0,2217.100098,2233.449951,2226.288086,8558745.0,2236.3050049,2255.8649902,2209.6450196,2227.5350098,2220.3921387,11503430.8
2020-10-12,2235.0,2255.75,2226.25,2237.050049,2229.876709,6565515.0,2240.9050048999998,2260.1599853,2215.5400147,2231.0700196000003,2223.9158203,10850479.5
2020-10-13,2230.600098,2285.75,2225.850098,2280.699951,2273.386719,10666190.0,2241.2650146999995,2264.9349853,2217.4200195999997,2237.5150147,2230.3401611,11009473.7
2020-10-14,2278.899902,2304.0,2268.5,2287.5,2280.164795,12341434.0,2246.6550049,2268.9349853,2222.6450195999996,2241.7600098,2234.5715332,11050984.3
2020-10-15,2290.0,2290.0,2195.0,2206.5,2199.424561,9246702.0,2249.6550048999998,2271.2349853,2219.6450195999996,2238.975,2231.795459,10846587.8
2020-10-16,2215.0,2232.5,2172.649902,2175.800049,2168.822998,9960828.0,2244.775,2268.1049804000004,2215.5100098,2234.0300049,2226.8663086,10883525.0
2020-10-19,2190.050049,2228.699951,2155.149902,2176.199951,2169.22168,14398973.0,2239.3800049,2266.0599853,2210.425,2230.4300049000003,2223.2778565,11450135.4
2020-10-20,2179.0,2193.0,2152.25,2155.899902,2148.986816,8529573.0,2234.7550049,2261.9699951,2205.4850098,2224.9849853,2217.850293,11453371.1
2020-10-21,2168.0,2192.0,2097.75,2124.600098,2117.787354,15728986.0,2228.0550049000003,2250.2699951,2193.2600098000003,2211.6949950999997,2204.6029298,10572435.1
2020-10-22,2127.399902,2132.5,2091.0,2106.949951,2100.193848,14215215.0,2214.8949951000004,2236.7199951,2180.15,2198.4649901999996,2191.4153566,11021216.1
2020-10-23,2106.0,2135.0,2096.399902,2113.050049,2106.274414,10809307.0,2201.9949951000003,2224.9199951,2168.0799804000003,2186.425,2179.4139894,11246272.3
2020-10-26,2101.949951,2101.949951,2018.5,2029.099976,2022.593384,17225212.0,2188.6899902,2209.5399902,2147.3049804,2165.6299927,2158.6856569,12312242.0
2020-10-27,2034.900024,2059.850098,2005.0,2034.5,2027.976196,16835005.0,2169.1199828,2186.95,2125.2199706,2141.0099976,2134.1446046,12929123.5
2020-10-28,2041.800049,2057.699951,2007.400024,2011.449951,2005.0,13809929.0,2145.4099975,2162.3199950999997,2099.109973,2113.4049927,2106.6281251,13075973.0
2020-10-29,1997.0,2042.0,1991.0,2026.900024,2020.400513,14147418.0,2116.1099975,2137.5199951,2078.709973,2095.4449950999997,2088.7257203,13566044.6
2020-10-30,2033.5,2065.100098,2021.800049,2054.5,2047.911987,15700946.0,2097.9599975,2120.7800049,2063.6249877,2083.3149901999996,2076.6346192,14140056.4
2020-11-02,2027.0,2027.0,1859.150024,1877.449951,1871.429688,45857806.0,2081.6549926,2100.6100098,2034.0249999,2053.4399902,2046.8554200000003,17285939.7
2020-11-03,1890.0,1909.0,1835.099976,1850.400024,1844.466553,40931170.0,2052.7549926,2072.2100098,2002.3099974999998,2022.8900024,2016.4033937,20526099.4
2020-11-04,1837.0,1929.0,1837.0,1913.199951,1907.065063,37003111.0,2019.6549926,2045.9100098000004,1976.2349974999997,2001.7499877000002,1995.3311646000002,22653511.9
2020-11-05,1954.949951,1960.949951,1932.0,1955.0,1948.731079,17170274.0,2002.4099975000001,2028.7550049000001,1960.3349974999996,1986.5549925999999,1980.1848876999998,22949017.8
2020-11-06,1990.0,2040.0,1978.150024,2029.150024,2022.643311,30770080.0,1990.8099974999998,2019.2550049000001,1948.5100097000002,1978.1649901,1971.8217774,24945095.1
2020-11-09,2062.100098,2069.0,2036.0,2050.699951,2044.124146,16539467.0,1986.8250121999997,2015.9600097999999,1950.2600097000002,1980.3249875999998,1973.9748536,24876520.6
2020-11-10,2077.0,2090.0,2041.199951,2084.550049,2077.865723,17045147.0,1991.0350098000004,2018.975,1953.8800048,1985.3299925,1978.9638062999998,24897534.8
2020-11-11,2089.0,2095.0,1978.099976,1997.199951,1990.795654,26178477.0,1995.7550048999997,2022.7050049000002,1950.95,1983.9049925,1977.5433717,26134389.6
2020-11-12,1981.0,2008.449951,1965.0,1980.0,1973.650879,18481466.0,1994.1550048999998,2019.35,1948.35,1979.2149901,1972.8684083,26567794.4
2020-11-13,1982.0,2036.650024,1981.75,1996.400024,1989.998291,20946864.0,1989.0050048999997,2016.5049926,1944.3449951000002,1973.4049925000004,1967.0770387,27092386.2
2020-11-14,,,,,,,1984.7833387777775,2015.3388806666667,1953.811103,1984.0666637777779,1977.7045221111111,25007339.555555556
2020-11-17,2085.0,2085.0,1985.0,1993.25,1986.858398,21479385.0,2006.4500054444443,2034.894436222222,1970.466661222222,1999.9388833333335,1993.525838222222,22846030.111111112
2020-11-18,1993.25,2006.5,1960.099976,1987.199951,1980.827759,14030652.0,2023.8111165555554,2043.5055473333332,1984.1444363333333,2008.1611055555559,2001.7216933333334,20293534.666666668
2020-11-19,1987.199951,2010.449951,1968.199951,1973.150024,1966.822876,12828008.0,2027.394449888889,2049.005547333333,1988.166653111111,2010.177774888889,2003.7318930000001,19811060.666666668
2020-11-20,1975.0,1983.800049,1895.0,1899.5,1893.409058,26522972.0,2025.7277832222223,2042.7611083333331,1978.9277615555557,1995.7722166666665,1989.3725315555555,19339159.777777776
2020-11-23,1951.0,1970.0,1926.25,1950.699951,1944.444824,20918665.0,2013.3833278888887,2031.7611083333334,1966.733317111111,1984.6611055555559,1978.2970513333332,19825737.333333332
2020-11-24,1964.0,1974.0,1932.0,1964.050049,1957.752075,14277083.0,2000.827772333333,2018.8722194444445,1954.5999892222223,1971.2722166666665,1964.9510904444444,19518174.666666668
2020-11-25,1980.0,1992.949951,1942.199951,1947.800049,1941.554199,15062376.0,1988.716661222222,2007.533325111111,1950.6110975555555,1965.7833386666669,1959.4798176666668,18283052.333333332
2020-11-26,1953.050049,1965.0,1930.050049,1952.599976,1946.338745,11924527.0,1985.611111111111,2002.705552777778,1946.7277696666667,1962.7388915555557,1956.4451361111112,17554503.555555556
2020-11-27,1940.5,1956.099976,1921.400024,1929.800049,1923.611938,21845931.0,1981.0,1993.7555474444443,1940.0222167777777,1955.3388943333334,1949.0688746666665,17654399.888888888
2020-12-01,1940.349976,1966.25,1930.050049,1954.900024,1948.63147,9114939.0,1976.9349976,1991.0049927,1939.025,1955.2950073,1949.0251342,16800453.8
2020-12-02,1958.5,1962.0,1935.0,1958.150024,1951.870972,10240168.0,1964.2849976000002,1978.7049927,1934.025,1951.7850097000003,1945.5263916,15676532.1
2020-12-03,1972.0,1981.099976,1958.650024,1964.050049,1957.752075,12822945.0,1962.1599976000002,1976.1649903000002,1933.8800048,1949.4700194999998,1943.2188232,15555761.4
2020-12-04,1969.0,1969.0,1940.0,1946.75,1940.507568,8521388.0,1960.3400025000003,1972.0199951999998,1931.0600097,1946.8300170999998,1940.5872924,15125099.4
2020-12-07,1940.599976,1965.0,1940.599976,1958.199951,1951.920776,8418767.0,1956.9000001,1970.1399903000001,1935.6200073,1952.7000121999997,1946.4384642,13314678.9
2020-12-08,1961.150024,2014.25,1950.0,1993.75,1987.356812,20030506.0,1957.9150025000004,1974.5649903,1937.9950073,1957.0050171000003,1950.729663,13225863.0
2020-12-09,2009.949951,2033.800049,1999.25,2026.949951,2020.450317,13464375.0,1962.5099976000001,1980.5449952000004,1944.7200073,1963.2950073,1956.9994872,13144592.2
2020-12-10,2021.599976,2028.5,2001.0,2007.0,2000.564331,7414229.0,1966.6699952000004,1984.1000001,1950.6000122,1969.2150024000002,1962.9005004000003,12379777.5
2020-12-11,2013.0,2038.0,1974.25,2005.800049,1999.368286,12434745.0,1972.6649903000002,1991.4000001,1955.0200073,1974.5350097000003,1968.2034545,12430799.3
2020-12-14,2007.949951,2015.0,1986.349976,1991.300049,1984.914673,7989830.0,1979.4099854,1997.2900025000004,1961.5150025000003,1980.6850097,1974.333728,11045189.2
2020-12-15,1989.699951,1989.699951,1961.099976,1974.349976,1968.019043,8561406.0,1984.3449828999996,1999.6349976000001,1964.6199952,1982.6300049000001,1976.2724853,10989835.9
2020-12-16,1988.0,1994.949951,1965.699951,1976.550049,1970.212036,8565904.0,1987.2949828999997,2002.9299927,1967.6899902999999,1984.4700074,1978.1065917,10822409.5
2020-12-17,1984.5,2005.0,1977.150024,1985.599976,1979.23291,9346460.0,1988.5449828999997,2005.3199951,1969.5399903000002,1986.6250001,1980.2546752000003,10474761.0
2020-12-18,1980.099976,2004.900024,1965.0,1991.550049,1985.16394,8522215.0,1989.6549805,2008.9099975000001,1972.0399903000002,1991.1050050000001,1984.7203124,10474843.7
2020-12-21,2010.0,2022.0,1855.25,1939.699951,1933.480103,20368545.0,1996.5949829,2014.6099975000002,1963.5049927,1989.2550050000002,1982.8762450999998,11669821.5
2020-12-22,1949.0,1958.900024,1888.449951,1936.699951,1930.489746,12986606.0,1995.3799804999999,2009.0749999,1957.3499877999998,1983.5500000999996,1977.1895385,10965431.5
2020-12-23,1930.0,1951.449951,1920.650024,1943.849976,1937.616821,8999898.0,1987.3849854,2000.8399901,1949.4899902000002,1975.2400026,1968.9061889,10518983.8
2020-12-24,1947.0,1998.800049,1945.900024,1994.150024,1987.755615,9588577.0,1979.9249877999998,1997.8699949999998,1943.9799926,1973.9550049999998,1967.6253172999998,10736418.6
2020-12-28,2006.699951,2018.0,1995.300049,2003.300049,1996.876221,7947719.0,1979.2949828999997,1995.8699950000002,1946.0849975,1973.7050050000003,1967.3761108000003,10287716.0
2020-12-29,2009.0,2012.300049,1982.550049,1990.050049,1983.668701,8589407.0,1979.3999878,1995.5999999000003,1945.7050047999996,1973.5800050000003,1967.2515135999997,10347673.7
2020-12-30,1995.25,2007.199951,1975.550049,1995.5,1989.101196,10173132.0,1979.9549927,1997.3499999,1947.1500121000001,1975.6950074000001,1969.3597289000002,10508846.3
2020-12-31,1993.5,2011.900024,1978.599976,1985.300049,1978.93396,8667516.0,1980.5049927,1999.0450071999999,1948.4400146,1976.5700074000001,1970.2319213000003,10519007.5
2021-01-01,1988.0,1997.0,1982.0,1987.5,1981.126831,4622002.0,1980.8549927,1998.2450072,1948.9250121999999,1976.7600097999998,1970.4213134000001,10046561.7
2021-01-04,1995.099976,1998.900024,1968.0,1990.849976,1984.466064,11312992.0,1982.3549927,1997.6450072,1949.2250121999998,1976.6900025,1970.3515258,10325639.4
2021-01-05,1969.0,1983.599976,1956.0,1966.099976,1959.79541,11132803.0,1978.2549927,1993.8050047999998,1959.3000121999999,1979.3300049999998,1972.9830565,9402065.2
2021-01-06,1965.900024,1966.0,1905.150024,1914.25,1908.111694,21414270.0,1979.9449951,1994.5150024,1960.9700195,1977.0850099000004,1970.7452513,10244831.6
2021-01-07,1920.5,1945.0,1905.150024,1911.150024,1905.021729,14918406.0,1978.9949950999999,1993.8700073,1959.4200194999999,1973.8150147000001,1967.4857421000002,10836682.4
2021-01-08,1918.0,1938.400024,1912.099976,1933.699951,1927.499268,12709792.0,1976.0949950999998,1987.8300048,1956.0400147,1967.7700074,1961.4601074000002,11148803.9
2021-01-11,1938.800049,1938.800049,1892.5,1897.25,1891.16626,15371556.0,1969.3050049,1979.9100096999998,1945.7600097999998,1957.1650025,1950.8891112999997,11891187.6
2021-01-12,1903.0,1960.0,1899.900024,1957.050049,1950.774536,18996047.0,1958.7050049000002,1974.6800047999998,1937.4950073,1953.8650025,1947.5996948,12931851.6
2021-01-13,1963.550049,1974.949951,1918.449951,1938.800049,1932.58313,12284876.0,1955.5350098000004,1971.4550048,1931.7849975000001,1948.1950074000001,1941.9478881999999,13143026.0
2021-01-14,1945.0,1966.900024,1939.050049,1960.599976,1954.31311,9946818.0,1950.6850098000002,1966.9550048,1927.8300047999996,1945.7250001,1939.4858031999997,13270956.2
2021-01-15,1960.599976,1973.800049,1920.050049,1937.449951,1931.237305,9503790.0,1947.9450074000001,1964.6350097000002,1921.6350097,1940.7199952000003,1934.4968506,13759135.0
2021-01-18,1949.099976,1997.0,1923.349976,1983.949951,1977.588257,16198856.0,1943.3450074,1964.4450073,1917.1700073,1940.0299927,1933.8090699,14247721.4
2021-01-19,1994.650024,2031.0,1994.650024,2016.400024,2009.934204,14771048.0,1945.9100098,1969.1850097000001,1921.0350097000003,1945.0599975,1938.8229493000003,14611545.9
2021-01-20,2021.400024,2058.0,2001.400024,2054.699951,2048.111328,14271669.0,1951.4600098000003,1978.3850097000002,1930.6600096999998,1959.1049926,1952.8229127,13897285.8
2021-01-21,2082.0,2120.0,2075.0,2099.399902,2092.667969,18038987.0,1967.6100098000002,1995.8850097000002,1947.6450073,1977.9299803999997,1971.5875367,14209343.9
2021-01-22,2111.0,2115.350098,2035.150024,2049.600098,2043.027832,14090818.0,1986.9100098000004,2013.5800170999998,1959.9500121,1989.5199951000002,1983.1403931,14347446.5
2021-01-25,2034.949951,2034.949951,1932.0,1941.0,1934.776001,25016570.0,1996.525,2023.1950073,1963.9000121000001,1993.8949951000002,1987.5013672,15311947.9
2021-01-27,1925.0,1925.0,1888.0,1895.0,1888.923462,19553809.0,1998.725,2019.6950073,1962.7100097000002,1987.6899902,1981.3162598,15367724.1
2021-01-28,1880.150024,1923.300049,1870.0,1876.550049,1870.532715,15722291.0,1990.3849974999998,2014.5300171,1957.8650146,1981.4649901999996,1975.1112183,15711465.6
2021-01-29,1894.300049,1913.099976,1830.0,1841.949951,1836.043579,20173258.0,1985.3150024,2009.1500123,1946.9600097000002,1969.5999877000002,1963.2842652000004,16734109.6
2021-02-01,1859.400024,1905.0,1848.0,1895.300049,1889.222534,15774504.0,1975.1950072,2002.2700074,1939.7550048,1965.3849974999998,1959.0827881,17361181.0
2021-02-02,1914.25,1940.0,1854.949951,1925.800049,1919.624756,19138414.0,1971.7100096,1996.5700074000001,1932.9150022999997,1959.5700073,1953.2864379999999,17655136.8
2021-02-03,1928.300049,1952.0,1900.0,1930.650024,1924.459229,13984228.0,1965.0750121,1988.6700074,1923.4499999,1950.9950073,1944.7389405,17576454.8
2021-02-04,1924.0,1940.0,1905.0,1924.300049,1918.129517,11826848.0,1955.3350096999998,1976.8700074,1913.8099975,1937.9550170999998,1931.7407594000001,17331972.7
2021-02-05,1930.050049,1944.650024,1920.0,1923.75,1917.581299,9344470.0,1940.1400146,1959.3350097999999,1898.3099975,1920.3900269,1914.2320924000003,16462521.0
2021-02-08,1933.050049,1969.0,1929.050049,1951.449951,1945.192383,9776136.0,1922.3450194999998,1944.7,1887.7,1910.5750121999997,1904.4485474999997,16031052.8
2021-02-09,1961.949951,1989.599976,1952.300049,1956.150024,1949.877441,9047308.0,1915.0450195,1940.1650025000004,1889.7300048999998,1912.0900146,1905.9586915,14434126.6
2021-02-10,1953.75,1984.75,1927.300049,1974.300049,1967.969238,9799560.0,1917.9200195,1946.1400025000003,1893.6600098,1920.0200194999998,1913.8632691000003,13458701.7
2021-02-11,1980.0,2064.199951,1972.25,2055.699951,2049.108154,19631870.0,1927.9050171000004,1960.2299927,1903.8850097999998,1937.9350097000001,1931.720813,13849659.6
2021-02-12,2055.5,2078.0,2015.400024,2041.599976,2035.053345,14074374.0,1944.0250122000002,1976.7199950999998,1922.4250121999999,1957.9000121999998,1951.6217895999998,13239771.2
2021-02-15,2048.050049,2061.300049,2025.0,2032.599976,2026.082275,7287590.0,1962.8900147,1992.35,1940.1250121999997,1971.6300049000001,1965.3077637,12391079.8
2021-02-16,2039.75,2079.399902,2035.0,2059.5,2052.895996,9886093.0,1975.4400147000001,2006.2899901999997,1958.1300170999998,1985.0,1978.6348877,11465847.7
2021-02-17,2060.0,2095.949951,2050.600098,2083.25,2076.569824,10957388.0,1988.6100098,2020.6849852999999,1973.1900268999998,2000.2599976000001,1993.8459472000002,11163163.7
2021-02-18,2085.0,2108.399902,2059.100098,2067.699951,2061.06958,8605531.0,2004.7100097999999,2037.5249754999998,1988.6000367000001,2014.5999877999998,2008.1399535,10841032.0
2021-02-19,2057.0,2104.949951,2053.300049,2080.300049,2073.629395,10800704.0,2017.4050048999998,2053.5549682,2001.9300415999999,2030.2549927,2023.7447631,10986655.4
